Start_Date,End_Date,Pay_Plan_Type,Pay_Plan,Pay_Plan_Level,Biweekly_Pay_Rate,Hourly_Pay_Rate
04/01/2012,03/31/2013,Bargaining Unit,ACC 02,1,"1,544.50",
04/01/2013,03/31/2014,Bargaining Unit,ACC 02,1,"1,583.12",
04/01/2014,03/31/2015,Bargaining Unit,ACC 02,1,"1,630.61",
04/01/2012,03/31/2013,Bargaining Unit,ACC 02,2,"1,604.35",
04/01/2013,03/31/2014,Bargaining Unit,ACC 02,2,"1,644.46",
04/01/2014,03/31/2015,Bargaining Unit,ACC 02,2,"1,693.79",
04/01/2012,03/31/2013,Bargaining Unit,ACC 02,3,"1,674.22",
04/01/2013,03/31/2014,Bargaining Unit,ACC 02,3,"1,716.07",
04/01/2014,03/31/2015,Bargaining Unit,ACC 02,3,"1,767.56",
04/01/2012,03/31/2013,Bargaining Unit,ACC 02,4,"1,744.01",
04/01/2013,03/31/2014,Bargaining Unit,ACC 02,4,"1,787.61",
04/01/2014,03/31/2015,Bargaining Unit,ACC 02,4,"1,841.23",
04/01/2012,03/31/2013,Bargaining Unit,ACC 02,5,"1,813.83",
04/01/2013,03/31/2014,Bargaining Unit,ACC 02,5,"1,859.17",
04/01/2014,03/31/2015,Bargaining Unit,ACC 02,5,"1,914.95",
04/01/2012,03/31/2013,Bargaining Unit,ACC 03,1,"1,641.53",
04/01/2013,03/31/2014,Bargaining Unit,ACC 03,1,"1,682.57",
04/01/2014,03/31/2015,Bargaining Unit,ACC 03,1,"1,733.04",
04/01/2012,03/31/2013,Bargaining Unit,ACC 03,2,"1,709.92",
04/01/2013,03/31/2014,Bargaining Unit,ACC 03,2,"1,752.67",
04/01/2014,03/31/2015,Bargaining Unit,ACC 03,2,"1,805.25",
04/01/2012,03/31/2013,Bargaining Unit,ACC 03,3,"1,778.38",
04/01/2013,03/31/2014,Bargaining Unit,ACC 03,3,"1,822.84",
04/01/2014,03/31/2015,Bargaining Unit,ACC 03,3,"1,877.53",
04/01/2012,03/31/2013,Bargaining Unit,ACC 03,4,"1,846.93",
04/01/2013,03/31/2014,Bargaining Unit,ACC 03,4,"1,893.11",
04/01/2014,03/31/2015,Bargaining Unit,ACC 03,4,"1,949.90",
04/01/2012,03/31/2013,Bargaining Unit,ACC 03,5,"1,925.13",
04/01/2013,03/31/2014,Bargaining Unit,ACC 03,5,"1,973.26",
04/01/2014,03/31/2015,Bargaining Unit,ACC 03,5,"2,032.45",
04/01/2012,03/31/2013,Bargaining Unit,ACC 04,1,"1,804.23",
04/01/2013,03/31/2014,Bargaining Unit,ACC 04,1,"1,849.33",
04/01/2014,03/31/2015,Bargaining Unit,ACC 04,1,"1,904.81",
04/01/2012,03/31/2013,Bargaining Unit,ACC 04,2,"1,881.08",
04/01/2013,03/31/2014,Bargaining Unit,ACC 04,2,"1,928.11",
04/01/2014,03/31/2015,Bargaining Unit,ACC 04,2,"1,985.95",
04/01/2012,03/31/2013,Bargaining Unit,ACC 04,3,"1,958.04",
04/01/2013,03/31/2014,Bargaining Unit,ACC 04,3,"2,006.99",
04/01/2014,03/31/2015,Bargaining Unit,ACC 04,3,"2,067.20",
04/01/2012,03/31/2013,Bargaining Unit,ACC 04,4,"2,042.62",
04/01/2013,03/31/2014,Bargaining Unit,ACC 04,4,"2,093.69",
04/01/2014,03/31/2015,Bargaining Unit,ACC 04,4,"2,156.50",
04/01/2012,03/31/2013,Bargaining Unit,ACC 04,5,"2,127.22",
04/01/2013,03/31/2014,Bargaining Unit,ACC 04,5,"2,180.40",
04/01/2014,03/31/2015,Bargaining Unit,ACC 04,5,"2,245.81",
04/01/2012,03/31/2013,Bargaining Unit,ACC 04,6,"2,211.89",
04/01/2013,03/31/2014,Bargaining Unit,ACC 04,6,"2,267.19",
04/01/2014,03/31/2015,Bargaining Unit,ACC 04,6,"2,335.20",
04/01/2012,03/31/2013,Bargaining Unit,ACC 05,1,"2,090.10",
04/01/2013,03/31/2014,Bargaining Unit,ACC 05,1,"2,142.36",
04/01/2014,03/31/2015,Bargaining Unit,ACC 05,1,"2,206.63",
04/01/2012,03/31/2013,Bargaining Unit,ACC 05,2,"2,150.71",
04/01/2013,03/31/2014,Bargaining Unit,ACC 05,2,"2,204.48",
04/01/2014,03/31/2015,Bargaining Unit,ACC 05,2,"2,270.61",
04/01/2012,03/31/2013,Bargaining Unit,ACC 05,3,"2,214.12",
04/01/2013,03/31/2014,Bargaining Unit,ACC 05,3,"2,269.48",
04/01/2014,03/31/2015,Bargaining Unit,ACC 05,3,"2,337.56",
04/01/2012,03/31/2013,Bargaining Unit,ACC 06,1,"1,881.10",
04/01/2013,03/31/2014,Bargaining Unit,ACC 06,1,"1,928.13",
04/01/2014,03/31/2015,Bargaining Unit,ACC 06,1,"1,985.98",
04/01/2012,03/31/2013,Bargaining Unit,ACC 06,2,"1,958.04",
04/01/2013,03/31/2014,Bargaining Unit,ACC 06,2,"2,006.99",
04/01/2014,03/31/2015,Bargaining Unit,ACC 06,2,"2,067.20",
04/01/2012,03/31/2013,Bargaining Unit,ACC 06,3,"2,042.62",
04/01/2013,03/31/2014,Bargaining Unit,ACC 06,3,"2,093.69",
04/01/2014,03/31/2015,Bargaining Unit,ACC 06,3,"2,156.50",
04/01/2012,03/31/2013,Bargaining Unit,ACC 06,4,"2,127.22",
04/01/2013,03/31/2014,Bargaining Unit,ACC 06,4,"2,180.40",
04/01/2014,03/31/2015,Bargaining Unit,ACC 06,4,"2,245.81",
04/01/2012,03/31/2013,Bargaining Unit,ACC 06,5,"2,211.89",
04/01/2013,03/31/2014,Bargaining Unit,ACC 06,5,"2,267.19",
04/01/2014,03/31/2015,Bargaining Unit,ACC 06,5,"2,335.20",
04/01/2012,03/31/2013,Bargaining Unit,ACC 06,6,"2,296.54",
04/01/2013,03/31/2014,Bargaining Unit,ACC 06,6,"2,353.95",
04/01/2014,03/31/2015,Bargaining Unit,ACC 06,6,"2,424.57",
04/01/2012,03/31/2013,Bargaining Unit,ACC 07,1,"2,050.85",
04/01/2013,03/31/2014,Bargaining Unit,ACC 07,1,"2,102.12",
04/01/2014,03/31/2015,Bargaining Unit,ACC 07,1,"2,165.19",
04/01/2012,03/31/2013,Bargaining Unit,ACC 07,2,"2,134.17",
04/01/2013,03/31/2014,Bargaining Unit,ACC 07,2,"2,187.52",
04/01/2014,03/31/2015,Bargaining Unit,ACC 07,2,"2,253.15",
04/01/2012,03/31/2013,Bargaining Unit,ACC 07,3,"2,228.02",
04/01/2013,03/31/2014,Bargaining Unit,ACC 07,3,"2,283.72",
04/01/2014,03/31/2015,Bargaining Unit,ACC 07,3,"2,352.23",
04/01/2012,03/31/2013,Bargaining Unit,ACC 07,4,"2,321.71",
04/01/2013,03/31/2014,Bargaining Unit,ACC 07,4,"2,379.76",
04/01/2014,03/31/2015,Bargaining Unit,ACC 07,4,"2,451.15",
04/01/2012,03/31/2013,Bargaining Unit,ACC 07,5,"2,415.51",
04/01/2013,03/31/2014,Bargaining Unit,ACC 07,5,"2,475.90",
04/01/2014,03/31/2015,Bargaining Unit,ACC 07,5,"2,550.18",
04/01/2012,03/31/2013,Bargaining Unit,HSA 02,1,"1,080.55",
04/01/2013,03/31/2014,Bargaining Unit,HSA 02,1,"1,107.57",
04/01/2014,03/31/2015,Bargaining Unit,HSA 02,1,"1,140.79",
04/01/2012,03/31/2013,Bargaining Unit,HSA 02,2,"1,100.71",
04/01/2013,03/31/2014,Bargaining Unit,HSA 02,2,"1,128.23",
04/01/2014,03/31/2015,Bargaining Unit,HSA 02,2,"1,162.07",
04/01/2012,03/31/2013,Bargaining Unit,HSA 02,3,"1,120.83",
04/01/2013,03/31/2014,Bargaining Unit,HSA 02,3,"1,148.85",
04/01/2014,03/31/2015,Bargaining Unit,HSA 02,3,"1,183.32",
04/01/2012,03/31/2013,Bargaining Unit,HSA 02,4,"1,141.24",
04/01/2013,03/31/2014,Bargaining Unit,HSA 02,4,"1,169.77",
04/01/2014,03/31/2015,Bargaining Unit,HSA 02,4,"1,204.86",
04/01/2012,03/31/2013,Bargaining Unit,HSA 02,5,"1,161.54",
04/01/2013,03/31/2014,Bargaining Unit,HSA 02,5,"1,190.58",
04/01/2014,03/31/2015,Bargaining Unit,HSA 02,5,"1,226.30",
04/01/2012,03/31/2013,Bargaining Unit,HSA 03,1,"1,146.99",
04/01/2013,03/31/2014,Bargaining Unit,HSA 03,1,"1,175.66",
04/01/2014,03/31/2015,Bargaining Unit,HSA 03,1,"1,210.93",
04/01/2012,03/31/2013,Bargaining Unit,HSA 03,2,"1,166.46",
04/01/2013,03/31/2014,Bargaining Unit,HSA 03,2,"1,195.63",
04/01/2014,03/31/2015,Bargaining Unit,HSA 03,2,"1,231.49",
04/01/2012,03/31/2013,Bargaining Unit,HSA 03,3,"1,186.13",
04/01/2013,03/31/2014,Bargaining Unit,HSA 03,3,"1,215.79",
04/01/2014,03/31/2015,Bargaining Unit,HSA 03,3,"1,252.26",
04/01/2012,03/31/2013,Bargaining Unit,HSA 03,4,"1,205.73",
04/01/2013,03/31/2014,Bargaining Unit,HSA 03,4,"1,235.88",
04/01/2014,03/31/2015,Bargaining Unit,HSA 03,4,"1,272.95",
04/01/2012,03/31/2013,Bargaining Unit,HSA 03,5,"1,235.11",
04/01/2013,03/31/2014,Bargaining Unit,HSA 03,5,"1,265.99",
04/01/2014,03/31/2015,Bargaining Unit,HSA 03,5,"1,303.97",
04/01/2012,03/31/2013,Bargaining Unit,HSA 04,1,"1,080.55",
04/01/2013,03/31/2014,Bargaining Unit,HSA 04,1,"1,107.57",
04/01/2014,03/31/2015,Bargaining Unit,HSA 04,1,"1,140.79",
04/01/2012,03/31/2013,Bargaining Unit,HSA 04,2,"1,115.91",
04/01/2013,03/31/2014,Bargaining Unit,HSA 04,2,"1,143.81",
04/01/2014,03/31/2015,Bargaining Unit,HSA 04,2,"1,178.12",
04/01/2012,03/31/2013,Bargaining Unit,HSA 04,3,"1,152.75",
04/01/2013,03/31/2014,Bargaining Unit,HSA 04,3,"1,181.57",
04/01/2014,03/31/2015,Bargaining Unit,HSA 04,3,"1,217.01",
04/01/2012,03/31/2013,Bargaining Unit,HSA 04,4,"1,191.09",
04/01/2013,03/31/2014,Bargaining Unit,HSA 04,4,"1,220.86",
04/01/2014,03/31/2015,Bargaining Unit,HSA 04,4,"1,257.49",
04/01/2012,03/31/2013,Bargaining Unit,HSA 04,5,"1,230.95",
04/01/2013,03/31/2014,Bargaining Unit,HSA 04,5,"1,261.72",
04/01/2014,03/31/2015,Bargaining Unit,HSA 04,5,"1,299.57",
04/01/2012,03/31/2013,Bargaining Unit,HSA 04,6,"1,272.94",
04/01/2013,03/31/2014,Bargaining Unit,HSA 04,6,"1,304.76",
04/01/2014,03/31/2015,Bargaining Unit,HSA 04,6,"1,343.90",
04/01/2012,03/31/2013,Bargaining Unit,HSA 05,1,"1,110.90",
04/01/2013,03/31/2014,Bargaining Unit,HSA 05,1,"1,138.67",
04/01/2014,03/31/2015,Bargaining Unit,HSA 05,1,"1,172.83",
04/01/2012,03/31/2013,Bargaining Unit,HSA 05,2,"1,146.57",
04/01/2013,03/31/2014,Bargaining Unit,HSA 05,2,"1,175.23",
04/01/2014,03/31/2015,Bargaining Unit,HSA 05,2,"1,210.49",
04/01/2012,03/31/2013,Bargaining Unit,HSA 05,3,"1,183.74",
04/01/2013,03/31/2014,Bargaining Unit,HSA 05,3,"1,213.33",
04/01/2014,03/31/2015,Bargaining Unit,HSA 05,3,"1,249.73",
04/01/2012,03/31/2013,Bargaining Unit,HSA 05,4,"1,222.35",
04/01/2013,03/31/2014,Bargaining Unit,HSA 05,4,"1,252.91",
04/01/2014,03/31/2015,Bargaining Unit,HSA 05,4,"1,290.50",
04/01/2012,03/31/2013,Bargaining Unit,HSA 05,5,"1,262.59",
04/01/2013,03/31/2014,Bargaining Unit,HSA 05,5,"1,294.15",
04/01/2014,03/31/2015,Bargaining Unit,HSA 05,5,"1,332.98",
04/01/2012,03/31/2013,Bargaining Unit,HSA 05,6,"1,303.30",
04/01/2013,03/31/2014,Bargaining Unit,HSA 05,6,"1,335.88",
04/01/2014,03/31/2015,Bargaining Unit,HSA 05,6,"1,375.96",
04/01/2012,03/31/2013,Bargaining Unit,HSA 06,1,"1,181.80",
04/01/2013,03/31/2014,Bargaining Unit,HSA 06,1,"1,211.35",
04/01/2014,03/31/2015,Bargaining Unit,HSA 06,1,"1,247.69",
04/01/2012,03/31/2013,Bargaining Unit,HSA 06,2,"1,214.12",
04/01/2013,03/31/2014,Bargaining Unit,HSA 06,2,"1,244.48",
04/01/2014,03/31/2015,Bargaining Unit,HSA 06,2,"1,281.81",
04/01/2012,03/31/2013,Bargaining Unit,HSA 06,3,"1,247.50",
04/01/2013,03/31/2014,Bargaining Unit,HSA 06,3,"1,278.68",
04/01/2014,03/31/2015,Bargaining Unit,HSA 06,3,"1,317.05",
04/01/2012,03/31/2013,Bargaining Unit,HSA 06,4,"1,281.98",
04/01/2013,03/31/2014,Bargaining Unit,HSA 06,4,"1,314.03",
04/01/2014,03/31/2015,Bargaining Unit,HSA 06,4,"1,353.46",
04/01/2012,03/31/2013,Bargaining Unit,HSA 06,5,"1,317.65",
04/01/2013,03/31/2014,Bargaining Unit,HSA 06,5,"1,350.59",
04/01/2014,03/31/2015,Bargaining Unit,HSA 06,5,"1,391.11",
04/01/2012,03/31/2013,Bargaining Unit,HSA 06,6,"1,353.96",
04/01/2013,03/31/2014,Bargaining Unit,HSA 06,6,"1,387.81",
04/01/2014,03/31/2015,Bargaining Unit,HSA 06,6,"1,429.44",
04/01/2012,03/31/2013,Bargaining Unit,HSA 07,1,"1,189.53",
04/01/2013,03/31/2014,Bargaining Unit,HSA 07,1,"1,219.27",
04/01/2014,03/31/2015,Bargaining Unit,HSA 07,1,"1,255.85",
04/01/2012,03/31/2013,Bargaining Unit,HSA 07,2,"1,230.40",
04/01/2013,03/31/2014,Bargaining Unit,HSA 07,2,"1,261.16",
04/01/2014,03/31/2015,Bargaining Unit,HSA 07,2,"1,299.00",
04/01/2012,03/31/2013,Bargaining Unit,HSA 07,3,"1,272.92",
04/01/2013,03/31/2014,Bargaining Unit,HSA 07,3,"1,304.74",
04/01/2014,03/31/2015,Bargaining Unit,HSA 07,3,"1,343.88",
04/01/2012,03/31/2013,Bargaining Unit,HSA 07,4,"1,317.24",
04/01/2013,03/31/2014,Bargaining Unit,HSA 07,4,"1,350.17",
04/01/2014,03/31/2015,Bargaining Unit,HSA 07,4,"1,390.68",
04/01/2012,03/31/2013,Bargaining Unit,HSA 07,5,"1,363.37",
04/01/2013,03/31/2014,Bargaining Unit,HSA 07,5,"1,397.46",
04/01/2014,03/31/2015,Bargaining Unit,HSA 07,5,"1,439.38",
04/01/2012,03/31/2013,Bargaining Unit,HSA 07,6,"1,412.45",
04/01/2013,03/31/2014,Bargaining Unit,HSA 07,6,"1,447.76",
04/01/2014,03/31/2015,Bargaining Unit,HSA 07,6,"1,491.19",
04/01/2012,03/31/2013,Bargaining Unit,HSA 08,1,"1,201.97",
04/01/2013,03/31/2014,Bargaining Unit,HSA 08,1,"1,232.02",
04/01/2014,03/31/2015,Bargaining Unit,HSA 08,1,"1,268.98",
04/01/2012,03/31/2013,Bargaining Unit,HSA 08,2,"1,242.84",
04/01/2013,03/31/2014,Bargaining Unit,HSA 08,2,"1,273.91",
04/01/2014,03/31/2015,Bargaining Unit,HSA 08,2,"1,312.13",
04/01/2012,03/31/2013,Bargaining Unit,HSA 08,3,"1,285.32",
04/01/2013,03/31/2014,Bargaining Unit,HSA 08,3,"1,317.45",
04/01/2014,03/31/2015,Bargaining Unit,HSA 08,3,"1,356.97",
04/01/2012,03/31/2013,Bargaining Unit,HSA 08,4,"1,329.69",
04/01/2013,03/31/2014,Bargaining Unit,HSA 08,4,"1,362.93",
04/01/2014,03/31/2015,Bargaining Unit,HSA 08,4,"1,403.82",
04/01/2012,03/31/2013,Bargaining Unit,HSA 08,5,"1,375.81",
04/01/2013,03/31/2014,Bargaining Unit,HSA 08,5,"1,410.20",
04/01/2014,03/31/2015,Bargaining Unit,HSA 08,5,"1,452.51",
04/01/2012,03/31/2013,Bargaining Unit,HSA 08,6,"1,424.90",
04/01/2013,03/31/2014,Bargaining Unit,HSA 08,6,"1,460.52",
04/01/2014,03/31/2015,Bargaining Unit,HSA 08,6,"1,504.33",
04/01/2012,03/31/2013,Bargaining Unit,HSA 09,1,"1,220.10",
04/01/2013,03/31/2014,Bargaining Unit,HSA 09,1,"1,250.60",
04/01/2014,03/31/2015,Bargaining Unit,HSA 09,1,"1,288.12",
04/01/2012,03/31/2013,Bargaining Unit,HSA 09,2,"1,262.72",
04/01/2013,03/31/2014,Bargaining Unit,HSA 09,2,"1,294.29",
04/01/2014,03/31/2015,Bargaining Unit,HSA 09,2,"1,333.12",
04/01/2012,03/31/2013,Bargaining Unit,HSA 09,3,"1,307.11",
04/01/2013,03/31/2014,Bargaining Unit,HSA 09,3,"1,339.78",
04/01/2014,03/31/2015,Bargaining Unit,HSA 09,3,"1,379.98",
04/01/2012,03/31/2013,Bargaining Unit,HSA 09,4,"1,353.44",
04/01/2013,03/31/2014,Bargaining Unit,HSA 09,4,"1,387.28",
04/01/2014,03/31/2015,Bargaining Unit,HSA 09,4,"1,428.90",
04/01/2012,03/31/2013,Bargaining Unit,HSA 09,5,"1,401.62",
04/01/2013,03/31/2014,Bargaining Unit,HSA 09,5,"1,436.66",
04/01/2014,03/31/2015,Bargaining Unit,HSA 09,5,"1,479.76",
04/01/2012,03/31/2013,Bargaining Unit,HSA 09,6,"1,453.07",
04/01/2013,03/31/2014,Bargaining Unit,HSA 09,6,"1,489.39",
04/01/2014,03/31/2015,Bargaining Unit,HSA 09,6,"1,534.08",
04/01/2012,03/31/2013,Bargaining Unit,HSA 10,1,"1,232.52",
04/01/2013,03/31/2014,Bargaining Unit,HSA 10,1,"1,263.34",
04/01/2014,03/31/2015,Bargaining Unit,HSA 10,1,"1,301.24",
04/01/2012,03/31/2013,Bargaining Unit,HSA 10,2,"1,275.14",
04/01/2013,03/31/2014,Bargaining Unit,HSA 10,2,"1,307.02",
04/01/2014,03/31/2015,Bargaining Unit,HSA 10,2,"1,346.23",
04/01/2012,03/31/2013,Bargaining Unit,HSA 10,3,"1,319.56",
04/01/2013,03/31/2014,Bargaining Unit,HSA 10,3,"1,352.54",
04/01/2014,03/31/2015,Bargaining Unit,HSA 10,3,"1,393.12",
04/01/2012,03/31/2013,Bargaining Unit,HSA 10,4,"1,365.83",
04/01/2013,03/31/2014,Bargaining Unit,HSA 10,4,"1,399.98",
04/01/2014,03/31/2015,Bargaining Unit,HSA 10,4,"1,441.98",
04/01/2012,03/31/2013,Bargaining Unit,HSA 10,5,"1,414.08",
04/01/2013,03/31/2014,Bargaining Unit,HSA 10,5,"1,449.43",
04/01/2014,03/31/2015,Bargaining Unit,HSA 10,5,"1,492.91",
04/01/2012,03/31/2013,Bargaining Unit,HSA 10,6,"1,465.50",
04/01/2013,03/31/2014,Bargaining Unit,HSA 10,6,"1,502.14",
04/01/2014,03/31/2015,Bargaining Unit,HSA 10,6,"1,547.20",
04/01/2012,03/31/2013,Bargaining Unit,HSA 11,1,"1,262.91",
04/01/2013,03/31/2014,Bargaining Unit,HSA 11,1,"1,294.48",
04/01/2014,03/31/2015,Bargaining Unit,HSA 11,1,"1,333.31",
04/01/2012,03/31/2013,Bargaining Unit,HSA 11,2,"1,300.58",
04/01/2013,03/31/2014,Bargaining Unit,HSA 11,2,"1,333.09",
04/01/2014,03/31/2015,Bargaining Unit,HSA 11,2,"1,373.08",
04/01/2012,03/31/2013,Bargaining Unit,HSA 11,3,"1,339.48",
04/01/2013,03/31/2014,Bargaining Unit,HSA 11,3,"1,372.97",
04/01/2014,03/31/2015,Bargaining Unit,HSA 11,3,"1,414.16",
04/01/2012,03/31/2013,Bargaining Unit,HSA 11,4,"1,379.89",
04/01/2013,03/31/2014,Bargaining Unit,HSA 11,4,"1,414.39",
04/01/2014,03/31/2015,Bargaining Unit,HSA 11,4,"1,456.82",
04/01/2012,03/31/2013,Bargaining Unit,HSA 11,5,"1,421.72",
04/01/2013,03/31/2014,Bargaining Unit,HSA 11,5,"1,457.26",
04/01/2014,03/31/2015,Bargaining Unit,HSA 11,5,"1,500.98",
04/01/2012,03/31/2013,Bargaining Unit,HSA 11,6,"1,465.50",
04/01/2013,03/31/2014,Bargaining Unit,HSA 11,6,"1,502.14",
04/01/2014,03/31/2015,Bargaining Unit,HSA 11,6,"1,547.20",
04/01/2012,03/31/2013,Bargaining Unit,HSA 12,1,"1,232.52",
04/01/2013,03/31/2014,Bargaining Unit,HSA 12,1,"1,263.34",
04/01/2014,03/31/2015,Bargaining Unit,HSA 12,1,"1,301.24",
04/01/2012,03/31/2013,Bargaining Unit,HSA 12,2,"1,283.74",
04/01/2013,03/31/2014,Bargaining Unit,HSA 12,2,"1,315.84",
04/01/2014,03/31/2015,Bargaining Unit,HSA 12,2,"1,355.31",
04/01/2012,03/31/2013,Bargaining Unit,HSA 12,3,"1,337.57",
04/01/2013,03/31/2014,Bargaining Unit,HSA 12,3,"1,371.01",
04/01/2014,03/31/2015,Bargaining Unit,HSA 12,3,"1,412.14",
04/01/2012,03/31/2013,Bargaining Unit,HSA 12,4,"1,394.16",
04/01/2013,03/31/2014,Bargaining Unit,HSA 12,4,"1,429.02",
04/01/2014,03/31/2015,Bargaining Unit,HSA 12,4,"1,471.89",
04/01/2012,03/31/2013,Bargaining Unit,HSA 12,5,"1,453.57",
04/01/2013,03/31/2014,Bargaining Unit,HSA 12,5,"1,489.91",
04/01/2014,03/31/2015,Bargaining Unit,HSA 12,5,"1,534.60",
04/01/2012,03/31/2013,Bargaining Unit,HSA 12,6,"1,514.98",
04/01/2013,03/31/2014,Bargaining Unit,HSA 12,6,"1,552.85",
04/01/2014,03/31/2015,Bargaining Unit,HSA 12,6,"1,599.44",
04/01/2012,03/31/2013,Bargaining Unit,HSA 13,1,"1,353.96",
04/01/2013,03/31/2014,Bargaining Unit,HSA 13,1,"1,387.81",
04/01/2014,03/31/2015,Bargaining Unit,HSA 13,1,"1,429.44",
04/01/2012,03/31/2013,Bargaining Unit,HSA 13,2,"1,384.53",
04/01/2013,03/31/2014,Bargaining Unit,HSA 13,2,"1,419.14",
04/01/2014,03/31/2015,Bargaining Unit,HSA 13,2,"1,461.71",
04/01/2012,03/31/2013,Bargaining Unit,HSA 13,3,"1,424.90",
04/01/2013,03/31/2014,Bargaining Unit,HSA 13,3,"1,460.52",
04/01/2014,03/31/2015,Bargaining Unit,HSA 13,3,"1,504.33",
04/01/2012,03/31/2013,Bargaining Unit,HSA 13,4,"1,465.50",
04/01/2013,03/31/2014,Bargaining Unit,HSA 13,4,"1,502.14",
04/01/2014,03/31/2015,Bargaining Unit,HSA 13,4,"1,547.20",
04/01/2012,03/31/2013,Bargaining Unit,HSA 13,5,"1,514.98",
04/01/2013,03/31/2014,Bargaining Unit,HSA 13,5,"1,552.85",
04/01/2014,03/31/2015,Bargaining Unit,HSA 13,5,"1,599.44",
04/01/2012,03/31/2013,Bargaining Unit,HSA 14,1,"1,384.53",
04/01/2013,03/31/2014,Bargaining Unit,HSA 14,1,"1,419.14",
04/01/2014,03/31/2015,Bargaining Unit,HSA 14,1,"1,461.71",
04/01/2012,03/31/2013,Bargaining Unit,HSA 14,2,"1,424.90",
04/01/2013,03/31/2014,Bargaining Unit,HSA 14,2,"1,460.52",
04/01/2014,03/31/2015,Bargaining Unit,HSA 14,2,"1,504.33",
04/01/2012,03/31/2013,Bargaining Unit,HSA 14,3,"1,465.50",
04/01/2013,03/31/2014,Bargaining Unit,HSA 14,3,"1,502.14",
04/01/2014,03/31/2015,Bargaining Unit,HSA 14,3,"1,547.20",
04/01/2012,03/31/2013,Bargaining Unit,HSA 14,4,"1,514.98",
04/01/2013,03/31/2014,Bargaining Unit,HSA 14,4,"1,552.85",
04/01/2014,03/31/2015,Bargaining Unit,HSA 14,4,"1,599.44",
04/01/2012,03/31/2013,Bargaining Unit,HSA 14,5,"1,552.55",
04/01/2013,03/31/2014,Bargaining Unit,HSA 14,5,"1,591.36",
04/01/2014,03/31/2015,Bargaining Unit,HSA 14,5,"1,639.10",
04/01/2012,03/31/2013,Bargaining Unit,HSA 15,1,"1,465.50",
04/01/2013,03/31/2014,Bargaining Unit,HSA 15,1,"1,502.14",
04/01/2014,03/31/2015,Bargaining Unit,HSA 15,1,"1,547.20",
04/01/2012,03/31/2013,Bargaining Unit,HSA 15,2,"1,514.98",
04/01/2013,03/31/2014,Bargaining Unit,HSA 15,2,"1,552.85",
04/01/2014,03/31/2015,Bargaining Unit,HSA 15,2,"1,599.44",
04/01/2012,03/31/2013,Bargaining Unit,HSA 15,3,"1,552.55",
04/01/2013,03/31/2014,Bargaining Unit,HSA 15,3,"1,591.36",
04/01/2014,03/31/2015,Bargaining Unit,HSA 15,3,"1,639.10",
04/01/2012,03/31/2013,Bargaining Unit,HSA 15,4,"1,596.34",
04/01/2013,03/31/2014,Bargaining Unit,HSA 15,4,"1,636.25",
04/01/2014,03/31/2015,Bargaining Unit,HSA 15,4,"1,685.34",
04/01/2012,03/31/2013,Bargaining Unit,HSA 15,5,"1,646.45",
04/01/2013,03/31/2014,Bargaining Unit,HSA 15,5,"1,687.61",
04/01/2014,03/31/2015,Bargaining Unit,HSA 15,5,"1,738.24",
04/01/2012,03/31/2013,Bargaining Unit,HSA 16,1,"1,514.98",
04/01/2013,03/31/2014,Bargaining Unit,HSA 16,1,"1,552.85",
04/01/2014,03/31/2015,Bargaining Unit,HSA 16,1,"1,599.44",
04/01/2012,03/31/2013,Bargaining Unit,HSA 16,2,"1,552.55",
04/01/2013,03/31/2014,Bargaining Unit,HSA 16,2,"1,591.36",
04/01/2014,03/31/2015,Bargaining Unit,HSA 16,2,"1,639.10",
04/01/2012,03/31/2013,Bargaining Unit,HSA 16,3,"1,596.34",
04/01/2013,03/31/2014,Bargaining Unit,HSA 16,3,"1,636.25",
04/01/2014,03/31/2015,Bargaining Unit,HSA 16,3,"1,685.34",
04/01/2012,03/31/2013,Bargaining Unit,HSA 16,4,"1,646.45",
04/01/2013,03/31/2014,Bargaining Unit,HSA 16,4,"1,687.61",
04/01/2014,03/31/2015,Bargaining Unit,HSA 16,4,"1,738.24",
04/01/2012,03/31/2013,Bargaining Unit,HSA 16,5,"1,720.84",
04/01/2013,03/31/2014,Bargaining Unit,HSA 16,5,"1,763.86",
04/01/2014,03/31/2015,Bargaining Unit,HSA 16,5,"1,816.78",
04/01/2012,03/31/2013,Bargaining Unit,HSA 17,1,"1,552.55",
04/01/2013,03/31/2014,Bargaining Unit,HSA 17,1,"1,591.36",
04/01/2014,03/31/2015,Bargaining Unit,HSA 17,1,"1,639.10",
04/01/2012,03/31/2013,Bargaining Unit,HSA 17,2,"1,596.34",
04/01/2013,03/31/2014,Bargaining Unit,HSA 17,2,"1,636.25",
04/01/2014,03/31/2015,Bargaining Unit,HSA 17,2,"1,685.34",
04/01/2012,03/31/2013,Bargaining Unit,HSA 17,3,"1,646.45",
04/01/2013,03/31/2014,Bargaining Unit,HSA 17,3,"1,687.61",
04/01/2014,03/31/2015,Bargaining Unit,HSA 17,3,"1,738.24",
04/01/2012,03/31/2013,Bargaining Unit,HSA 17,4,"1,720.84",
04/01/2013,03/31/2014,Bargaining Unit,HSA 17,4,"1,763.86",
04/01/2014,03/31/2015,Bargaining Unit,HSA 17,4,"1,816.78",
04/01/2012,03/31/2013,Bargaining Unit,HSA 17,5,"1,799.07",
04/01/2013,03/31/2014,Bargaining Unit,HSA 17,5,"1,844.04",
04/01/2014,03/31/2015,Bargaining Unit,HSA 17,5,"1,899.36",
